date,tic,open,high,low,close,volume,day,kdjk,kdjd,kdjj,rsi_6,rsi_12,rsi_24,amount,change,daily_variance,landmark
2010-06-02,300077.SZ,29.1901,29.9068,27.9006,29.3882,27529.11,2,52.999539751504486,64.03362931054168,30.931360633430103,37.64626936679201,44.02441786114019,46.22470345103599,809030.9905020001,0.006740800729544517,0.0682654943140444,-
2010-06-03,300077.SZ,28.9823,28.9823,26.4498,26.4731,51842.85,3,35.426071673835395,54.49777676497291,-2.7173385084396386,25.481065512666788,35.244397934595625,39.58761812695667,1372440.9523349998,-0.09478300614586127,0.0956631448526995,v
2010-06-04,300077.SZ,25.6341,27.3276,25.6186,26.9722,32130.63,4,28.533270595538134,45.84294137516132,-6.086070963708238,30.120475420024604,37.569909570586155,41.09855640638017,866633.778486,0.04961033953478028,0.06336153521032765,^
2010-06-07,300077.SZ,26.2187,27.6753,25.7914,26.6052,26156.56,0,22.60523045658555,38.097037735636064,-8.37838410151548,28.551949785902053,36.5179133480916,40.32471148970303,695900.510112,0.01452723527731427,0.07080946581871216,-
2010-06-08,300077.SZ,26.2187,26.51,25.6555,25.9662,24949.3,1,16.332537786013887,30.842204419095335,-12.686795480149009,25.750216888597805,34.67375478738458,38.99085732029534,647838.5136599999,-0.009724179895402398,0.03290816523018392,v
2010-06-10,300077.SZ,26.8305,28.5453,26.5411,28.256,28552.09,3,20.46664377343545,27.38368420387537,6.632562912555613,47.78340868990188,45.44388585120188,45.70618953989763,806767.85504,0.05044946206115514,0.0709300679501699,-
2010-06-11,300077.SZ,28.2501,28.858,27.9724,28.3104,18273.52,4,24.56911951817238,26.445495975307704,20.81636660390172,48.22144963546907,45.67600709283862,45.85393842344666,517330.66060800006,0.002129959308240137,0.031281790437436424,^
2010-06-17,300077.SZ,28.4133,29.2193,27.6034,27.6733,15534.12,3,29.3973556867899,27.429449212468434,33.33316863543284,43.135930296149255,43.32112869829219,44.37811352410094,429880.36299600004,-0.026740576656921956,0.058392024080973354,-
2010-06-18,300077.SZ,27.3024,27.5354,26.4284,26.5294,13182.88,4,26.678130786202814,27.179009737046556,25.67637288451533,35.14915242178691,39.34767260523266,41.85427330787745,349733.89667199994,-0.029137485205093207,0.04172729123161471,v
2010-06-21,300077.SZ,26.3352,28.7007,26.3352,28.3356,12896.58,0,42.9379371644181,32.4319855461704,63.949840400913516,51.99170017752302,47.622842511048425,46.835915623857694,365432.33224799996,0.07059670520476005,0.08348155676957611,^
2010-06-22,300077.SZ,28.355,28.355,27.4694,27.4811,10912.17,1,45.86730919875215,36.91042676369765,63.78107406886117,45.310982953116735,44.49008032004345,44.9353935268573,299878.434987,-0.031800037116418156,0.032225784266277556,v
2010-06-23,300077.SZ,27.149,28.2579,27.0577,27.7141,9558.0,2,49.83293423172135,41.21792925303888,67.06294418908628,47.51760433092143,45.55544665415502,45.563897734411356,264891.3678,0.0203903428218848,0.04330647576504375,-
2010-06-24,300077.SZ,27.8306,28.1569,27.5782,27.7743,8982.24,3,53.0397536365693,45.15853738088235,68.80218614794322,48.166035594901345,45.84838009557019,45.730896121201745,249475.428432,-0.0020270537871341578,0.020835808643242183,^
2010-06-25,300077.SZ,27.5199,27.5529,25.807,26.1022,18497.24,4,38.24352124843761,42.85353200340077,29.023499738511276,34.11650461997918,39.42147736628115,41.996759550234316,482818.65792800003,-0.05431342951935086,0.06688708231490076,-
2010-06-28,300077.SZ,25.3447,26.1216,24.9951,25.0146,13604.78,0,25.649556122287485,37.11887337636301,2.7109216141364243,27.78959845502311,35.85512324976396,39.79149305763509,340318.129788,-0.013196293364674951,0.04503370031901369,-
2010-06-29,300077.SZ,25.4418,25.807,22.5131,22.8083,27238.32,1,18.56700299894468,30.93491658389023,-6.168824170946422,19.146178977477703,29.874159271577355,35.81096992110611,621259.7740559999,-0.11546235361688516,0.14441672549028192,-
2010-06-30,300077.SZ,22.4199,22.8064,21.6741,22.6743,16840.98,2,17.12282880030974,26.330887322696732,-1.293288244464243,18.72178228659577,29.547593340862463,35.585366851773685,381857.43281399994,0.01121975099562061,0.04993759454536638,-
2010-07-01,300077.SZ,22.381,22.6432,21.4585,21.5149,14147.57,3,11.674808827667762,21.44552782435374,-7.86662916570419,15.219179704984086,26.784037263378522,33.670283851615764,304383.553793,-0.04025582270891333,0.05506416483460297,-
2010-07-02,300077.SZ,21.3944,21.9169,20.0039,20.7458,18640.16,4,10.744492422214728,17.878516023640735,-3.5235547806372836,13.246424876320376,25.086115547401022,32.46104639764768,386705.03132799995,-0.031264159492523876,0.09221143556768101,v
2010-07-05,300077.SZ,20.4312,20.9808,19.8116,20.9749,11813.4,0,11.753959828228723,15.836997291836731,3.587884901012707,17.08811374576146,26.598210654521296,33.20667669831086,247784.88366000002,0.02592145850516575,0.05574281641390423,-
2010-07-06,300077.SZ,20.8584,21.7518,20.7166,21.542,13271.39,1,14.747648053756189,15.473880879143216,13.295182402982135,26.72636707156073,30.392214176034784,35.05854127370566,285892.28338000004,0.031733358091170824,0.04805496239903442,-
2010-07-07,300077.SZ,21.4954,22.3733,21.0915,22.2373,13333.14,2,20.276608827849145,17.074790195378526,26.680246092790384,37.428112698974616,34.89330596166279,37.28316365616651,296493.034122,0.03336286329725286,0.057641889977650185,-
2010-07-08,300077.SZ,22.2762,22.5714,21.5382,22.1752,14435.47,3,26.003740275090138,20.051106888615728,37.90900704803896,36.85126663184569,34.67484066666594,37.164514268728375,320109.434344,-0.004554637613189468,0.04659258992027133,-
2010-07-09,300077.SZ,22.1227,22.6801,21.577,22.4607,12949.22,4,32.0643409330793,24.05551823677025,48.08198632569739,41.79986027851518,36.66366461971648,38.10939156426176,290848.54565399996,0.0150485069476909,0.049112449745555474,-
2010-07-12,300077.SZ,22.5597,22.9909,22.3364,22.4743,12029.02,0,49.29327401808344,32.46810349720798,82.94361505983437,42.05940615484225,36.76371150972211,38.15561762600006,270343.804186,-0.0037998958810730446,0.029122152859043387,^
2010-07-13,300077.SZ,22.348,22.348,20.8778,21.8489,17709.25,1,54.22223048798849,39.719479160801484,83.2277331423625,33.75316059310177,34.06436585973735,36.83544583776964,386927.632325,-0.02284325526685547,0.06728942875842713,-
2010-07-14,300077.SZ,21.5595,22.0004,21.1536,21.4488,11586.63,2,53.31335773922179,44.25077202027492,71.43852917711553,29.309490405499375,32.403879204204586,36.00384499026527,248519.30954399996,-0.0051611278952669315,0.03948006415277303,v
2010-07-15,300077.SZ,21.847,23.5929,21.8081,22.8064,33723.49,3,61.942330172043015,50.147958070864284,85.53107437440049,53.9792748073001,42.73638547616107,40.740721225869486,769111.402336,0.04206713904868803,0.0782587343903466,-
2010-07-16,300077.SZ,22.3325,22.7229,21.2099,22.4704,19406.02,4,61.6196095154301,53.97184188571955,76.91514477485119,48.90994962028981,41.042538671362195,39.97654371422737,436061.03180800006,0.006136962403873625,0.06733302477926507,-
2010-07-19,300077.SZ,21.946,22.8743,21.7945,22.7229,10990.23,0,63.732066785838256,57.225250185759116,76.74569998599655,52.89889045247496,42.89794380670687,40.8466067400177,249729.897267,0.034190178190283714,0.047520342913976756,-
2010-07-20,300077.SZ,22.9171,23.6259,22.5675,23.3696,15519.35,1,72.71256328230703,62.38768788460842,93.36231407770426,62.01409579678134,47.513046650538634,43.0527189167838,362681.00175999996,0.019362761878679868,0.04528960701081758,-
2010-07-21,300077.SZ,23.5599,23.9522,23.1016,23.187,15149.3,2,73.51190574965841,66.09576050629175,88.34419623639172,58.197973043083564,46.35893050221206,42.584785872490166,351266.8191,-0.016082287488678904,0.03668434898865744,-
2010-07-22,300077.SZ,23.0724,23.4939,22.9598,23.3599,9840.06,3,75.91942125005414,69.37031408754588,89.01763557507067,60.92979902846038,47.67189925828114,43.194812447931795,229862.817594,0.01230741569955357,0.02286396773958787,-
2010-07-23,300077.SZ,23.3055,23.8862,23.2667,23.49,12778.5,4,78.93500492045413,72.55854436518196,91.68792603099848,63.1068328665133,48.70257811327864,43.66477956641749,300166.96499999997,0.007854406130268195,0.02637292464878666,-
2010-07-26,300077.SZ,23.6706,23.6842,23.1035,23.5191,11104.11,0,80.79813830019366,75.30507567685252,91.7842635468759,63.65047759569056,48.94793933420971,43.77335229803433,261158.67350100004,-0.006441573019375683,0.02469057064258412,-
2010-07-27,300077.SZ,23.4026,24.6242,23.1521,24.5485,18396.89,1,86.45971035514381,79.02328723628295,101.33255659286556,77.63822808566533,56.90290204083634,47.50766947178738,451616.054165,0.04667902315823781,0.05996700409393639,-
2010-07-28,300077.SZ,24.4708,25.2476,24.0823,24.9116,18504.23,2,88.19928383336458,82.08195276864349,100.43394596280675,80.77038237627077,59.34079376538068,48.76023830919696,460969.97606799996,0.017694567992421178,0.046777404903739564,^
2010-07-29,300077.SZ,24.8592,25.2457,24.5116,24.7407,15391.17,3,87.23966812525775,83.80119122084824,94.11662193407676,74.84903930161789,57.66589037032834,48.19541746718962,380788.319619,-0.004789678545877883,0.0296717554475014,-
2010-07-30,300077.SZ,24.2105,24.2105,23.4453,23.5191,24606.5,4,69.99515802706452,79.19918015625366,51.58711376868624,45.95251624036149,47.26340840742737,44.362485329209726,578722.73415,-0.0293973834032764,0.0325352585770714,v
2010-08-02,300077.SZ,23.5405,24.0241,23.0142,24.0144,31025.64,0,62.02900094248277,73.47578708499668,39.13542865745495,54.4992216585235,51.160304134410886,46.173589829833205,745062.129216,0.019733992937570662,0.0420539343060831,^
2010-08-03,300077.SZ,24.0629,24.0629,23.2647,23.2647,22463.67,1,45.79507193408867,64.248882034694,8.887451732877992,42.33850426997604,45.59679519375165,43.915722553915806,522610.543449,-0.03430949034373956,0.03430949034373956,-
2010-08-04,300077.SZ,23.0938,23.3055,22.6296,23.1948,17157.56,2,37.726381034745145,55.408048368044376,2.3630463681466836,41.30724923520282,45.09796714633637,43.70778323378621,397966.172688,0.004354424267508195,0.02914015210305752,v
2010-08-05,300077.SZ,23.1967,23.9755,23.0724,23.3657,15372.91,3,34.52321506212448,48.44643726607107,6.676770654231291,45.22182129611886,46.654533054159685,44.379673598060464,359198.803187,0.0072328241824555,0.03865067171109798,-
2010-08-06,300077.SZ,23.4026,23.9658,23.3269,23.9464,16600.04,4,39.7814558270033,45.55811011971514,28.22814724157962,56.93373885895191,51.72766036930352,46.63794321314472,397511.19785600004,0.022709050212140487,0.02668041960378191,-
2010-08-09,300077.SZ,24.0823,24.529,24.0008,24.4533,19361.4,0,49.74098583017434,46.952402023201536,55.31815344411994,64.81402102598818,55.73619813708638,48.54102418573117,473450.12262000004,0.015171776406456335,0.021600356598086894,^
2010-08-10,300077.SZ,24.4708,24.5271,23.4531,23.4531,19249.26,1,43.65337538838195,45.85272647826167,39.254673208622506,45.22134116220677,47.28424285678656,45.220490147376054,451454.8197059999,-0.0433929842963191,0.04579351983319909,v
2010-08-11,300077.SZ,23.3696,23.7211,23.2084,23.5114,10797.44,2,44.57731255929683,45.42758850527339,42.87676066734369,46.355600121738696,47.7877004961306,45.44746567927062,253862.930816,0.00603111681992565,0.02180644283198784,^
2010-08-12,300077.SZ,23.2822,23.3055,22.7229,22.7229,18464.61,3,31.355567538916976,40.73691484982125,12.592872917108437,34.69577965538859,41.88557223046106,42.936700391722084,419569.486569,-0.024613935721232782,0.02563933300767065,v
2010-08-13,300077.SZ,22.7617,23.3346,22.7229,23.2278,12445.19,4,31.40176370903753,37.62519780289334,18.95489552132591,45.2730952092644,46.50118050413752,44.96811203069257,289074.384282,0.02006647207225813,0.026334822927698665,-
2010-08-16,300077.SZ,23.3482,23.7328,23.2919,23.7133,14249.69,0,39.95279561578951,38.401063740525395,43.05625936631775,53.890721358643184,50.61558788117513,46.86604330657985,337907.173877,0.015396423104333928,0.018592941513834123,-
2010-08-17,300077.SZ,23.7133,24.1445,23.6706,23.8707,13733.31,1,47.81896320309965,41.54036356138348,60.37616248653198,56.55236347337261,51.92326965210895,47.47881610290099,327823.72301699995,0.0065938577419178785,0.01985279024075542,-
2010-08-18,300077.SZ,23.9056,24.1192,23.5405,24.0823,14731.83,2,56.968358873121936,46.68302866529629,77.53901928877323,60.253634869982285,53.72048642606441,48.314970407057025,354776.349609,0.007337339041536743,0.024030096793080304,-
2010-08-19,300077.SZ,24.531,25.1272,24.3348,24.6844,27651.48,3,65.17323829212859,52.84643187424039,89.82685112790499,69.20995020034893,58.53238159610041,50.647860490359896,682560.192912,0.0062144512323573315,0.032101246131159646,^
2010-08-20,300077.SZ,24.4708,24.665,23.6939,23.8299,16844.39,4,58.796327919634194,54.82973055603832,66.72952264682594,50.015960512618705,50.41655854151444,47.47451820182256,401400.12926099997,-0.02689478344432843,0.04075132501605126,-
2010-08-23,300077.SZ,23.7871,23.7871,23.3579,23.4473,12198.4,0,49.240669139230114,52.966710083768916,41.78858725015252,43.52967203326717,47.21861302636285,46.1243061943854,286019.54432,-0.014492073714244299,0.018304879453071275,v
2010-08-24,300077.SZ,23.4628,23.6706,23.088,23.4997,9518.84,1,43.59670612692565,49.84337543148782,31.103367517801317,44.70813636467062,47.71412835929248,46.34239951973106,223689.88434800002,0.0015702328114826686,0.024791805852840645,^
2010-08-25,300077.SZ,23.3055,23.3055,22.6258,22.6549,13344.08,2,29.452253592892465,43.046334818622704,2.26409114143199,31.849337578854346,40.95227816634815,43.38764375968541,302308.797992,-0.02871784911873357,0.030002339449743624,v
2010-08-26,300077.SZ,22.7423,23.1016,22.684,22.8394,7577.3,3,22.481241741227898,36.191303792824435,-4.9388823619651845,36.62624664699989,42.88083063868288,44.19844654396423,173060.98562000002,0.004251425168787318,0.018284193104897685,-
2010-08-27,300077.SZ,22.8685,23.791,22.6743,23.7328,12849.16,4,29.739233520297297,34.04061370198205,21.136473156927792,54.9676429718799,51.285567144829024,47.964097605198184,304946.54444800003,0.03641795321243174,0.047053023663453174,-
2010-08-30,300077.SZ,23.8901,25.1253,23.8901,24.9136,28184.19,0,50.31308300089861,39.464770134954236,72.00970873278735,69.13526944877094,59.81184117489015,52.39470107641979,702169.6359839999,0.0410819793205317,0.04957934622053814,-
2010-08-31,300077.SZ,24.8009,25.6749,24.8009,25.3641,23395.65,1,63.477664748732394,47.46906833954695,95.49485756710328,73.0211977342708,62.54062524826618,53.95547376992032,593409.606165,0.022204612030389485,0.03445815148181888,-
2010-09-01,300077.SZ,25.4574,26.2167,24.5698,24.8592,27301.41,2,63.050478774350566,52.66287181781482,83.82569268742208,62.44724434513651,57.7466377124679,51.96308860326504,678691.211472,-0.024063525777177,0.06624911501576876,-
2010-09-02,300077.SZ,25.2185,27.3451,25.2107,27.0888,28076.79,3,73.55668912477029,59.62747758679997,101.41511220071092,78.75189449698095,69.14170232030628,58.948222651878325,760566.548952,0.06904329464575767,0.07879271137887243,-
2010-09-03,300077.SZ,27.384,28.7396,27.015,27.8986,38407.88,4,77.78587086820204,65.68027534726733,101.99706191007147,82.13296498177252,72.12074087919635,61.092435703008775,1071526.0809679998,0.018445370018567168,0.06181672198604944,-
2010-09-06,300077.SZ,28.2618,28.5492,26.9178,27.1703,22412.84,0,76.63452706053121,69.33169258502195,91.24019601154973,70.09543151223792,65.88075212063856,58.23776127040922,608963.586652,-0.040172541341096706,0.06004350338420994,-
2010-09-07,300077.SZ,27.3102,29.1901,27.1897,29.1027,23400.41,1,83.97589975352314,74.21309497452235,103.5015093115247,79.61024050944084,72.7141460531644,63.02170587382776,681015.112107,0.06159222340195241,0.06873589048438813,^
2010-09-08,300077.SZ,28.9377,29.1707,28.2968,28.7726,13537.33,2,87.18143258070188,78.53587417658218,104.47254938894127,74.73584015044761,70.09789717525521,61.760616420795316,389504.181158,-0.0057380980516185155,0.03037264619811901,-
2010-09-09,300077.SZ,28.7201,28.9377,27.4383,27.7238,16497.51,3,82.23227580851824,79.76800805389419,87.16081131776633,60.59124456962444,62.3253942123613,57.91822550731349,457373.667738,-0.03593663206342557,0.05408349504757637,v
2010-09-10,300077.SZ,27.8404,28.8406,27.6908,27.9083,12721.74,4,78.90725478404674,79.48109029727837,77.75958375758347,62.10524384848709,63.110363269428355,58.393384996109354,355042.136442,0.0024329679701021426,0.04119921313731037,-
2010-09-13,300077.SZ,27.6092,28.2249,27.384,28.0423,9726.69,0,77.65732229202015,78.87316762885897,75.22563161834253,63.33296138296023,63.709456323045046,58.7464047424991,272758.75898700004,0.015444524878487128,0.02998684130759607,^
2010-09-14,300077.SZ,28.153,28.3939,26.7062,26.7994,21969.45,1,65.07924952318858,74.27519492696884,46.68735871562805,46.54764047301912,54.71782161055719,54.28822995370907,588768.0783299999,-0.05050859347597335,0.06297529049157816,-
2010-09-15,300077.SZ,26.4886,26.7625,25.3641,25.4438,24221.73,2,44.08053819057666,64.21030934817145,3.820995875387098,34.55966193452613,46.85040669886421,49.97221284640014,616292.853774,-0.04106304875844025,0.054960343973777456,v
2010-09-16,300077.SZ,25.636,25.9274,25.0923,25.8283,14383.13,3,35.37397780879901,54.5981988350473,-3.0744642436975624,39.83374868505899,49.11428202846961,51.12231468097172,371491.79657899996,0.007445321604596489,0.0323327512844437,^
2010-09-17,300077.SZ,26.2187,26.2187,25.2282,25.2962,8487.62,4,25.24126543753501,44.81255436920986,-13.901312425814695,35.13177696689287,46.14685437682252,49.47971214992171,214704.533044,-0.03646792798918413,0.03915607877863068,-
2010-09-20,300077.SZ,25.267,25.403,24.6261,24.7388,9984.09,0,17.654132363306136,35.75974703390862,-18.557096977898823,30.592390129654703,43.1664131059865,47.80085122908784,246994.40569200003,-0.02135107604249188,0.031404110142771585,v
2010-09-21,300077.SZ,24.8592,25.1971,24.6689,25.067,6428.38,1,15.178055647962195,28.89918323859314,-12.264199533299696,36.39889257259849,45.430277378058754,48.866822151047465,161140.20146,0.008289783380540107,0.02107152830414482,-
2010-09-27,300077.SZ,25.2476,25.4185,24.63,25.3234,7371.73,0,15.633790568803988,24.477385681996754,-2.0533996575815436,41.024214327341284,47.221981949241595,49.704114733003244,186677.267482,0.002993278943585813,0.031137209063553974,^
2010-09-28,300077.SZ,25.2263,25.2282,24.5873,24.6961,8169.38,1,11.375258267081625,20.110009877025043,-6.094244952805212,33.806276682586144,43.417260229743796,47.709672036704724,201751.82541800002,-0.021468976882989505,0.025951466020950758,-
2010-09-29,300077.SZ,24.2707,24.4902,22.8336,23.0666,24369.12,2,8.98031263810154,16.400110797383874,-5.859283680463129,21.832402220415375,35.34682835463417,43.02953708042211,562112.743392,-0.05220101792201713,0.07181812664198456,v
2010-09-30,300077.SZ,22.9151,23.4609,22.7423,23.3443,9233.71,3,10.97833488677111,14.592852160512951,3.74930033928743,27.111946904984435,37.50645942720609,44.00631518162883,215554.496353,0.01838564446138893,0.030782674999892845,-
2010-10-08,300077.SZ,23.3405,23.8473,22.9365,23.5852,10666.08,4,15.40100552302595,14.862236614683951,16.478543339709944,31.900000256850788,39.42141344435583,44.86205369465077,251561.630016,0.010375150518121606,0.038617438054373156,-
2010-10-11,300077.SZ,23.7328,23.7483,22.8879,23.1288,16509.77,0,13.973278027125248,14.565917085497716,12.787999910380314,27.754922085215483,37.0734892109903,43.546385476410464,381851.16837599996,-0.02611462765037541,0.03720037356023668,-
2010-10-12,300077.SZ,23.255,24.0241,23.1307,23.76,14295.17,1,21.991452222353246,17.04109546444956,31.89216573816062,40.57070682598223,42.261789687700855,45.83863349670233,339653.2392,0.021254208754208862,0.037601010101010086,-
2010-10-13,300077.SZ,23.8648,23.8668,23.0822,23.4997,10447.91,2,24.09474240526661,19.392311111388572,33.499604993022686,37.29658778867493,40.75025694579456,45.05146206125905,245522.750627,-0.01553636854938566,0.033387660268003466,-
2010-10-14,300077.SZ,23.5211,23.8842,23.2977,23.7425,12002.88,3,28.521124386561656,22.4352488697796,40.69287542012577,42.49140651343623,42.83088393204982,45.95480503665077,284978.3784,0.009325050015794426,0.024702537643466395,-
2010-10-15,300077.SZ,23.6939,23.927,23.1113,23.189,10103.9,4,25.003865296955787,23.291454345504995,28.42868719985738,34.64059200213872,39.39086540390614,44.22530829548704,234299.3371,-0.021773254560351857,0.03517616111087152,-
2010-10-18,300077.SZ,23.1113,23.1307,22.1558,23.0686,13146.04,0,29.703285112295397,25.428731267768462,38.252392801349274,33.046794796534925,38.65415408825163,43.85071691015369,303260.738344,-0.0018510009276679106,0.04226090876776231,-
2010-10-19,300077.SZ,23.1113,25.3758,23.1113,25.3059,29738.43,1,52.41192092372487,34.42312781975393,88.38950713166676,66.9522135670764,55.518444738496974,51.77155784035876,752557.735737,0.08672285909610017,0.089485060796099,-
2010-10-20,300077.SZ,24.7524,25.636,24.7524,25.0864,22491.82,2,63.01054866554554,43.95226810168447,101.12710979326769,63.18513886429645,53.93163318484152,51.034528310171495,564238.793248,0.013313986861406963,0.0352222718285604,-
2010-10-21,300077.SZ,25.0845,25.0981,24.4475,24.8592,12354.28,3,67.90018034707424,51.93490551681439,99.83073000759394,59.0577868653175,52.24547201836716,50.261691211700246,307117.517376,-0.009063043058505388,0.026171397309647824,-
2010-10-22,300077.SZ,24.8786,25.4807,24.6203,24.9951,11886.42,4,72.46158413192495,58.77713172185124,99.83048895207237,60.891454440414286,53.20024211362915,50.72741002568853,297102.256542,0.004660913539053737,0.03442274685838418,-
2010-10-25,300077.SZ,24.9369,26.1216,24.8417,25.4632,14325.97,0,76.10707387334845,64.55377910568365,99.21366340867809,67.00030673080697,56.470455689646464,52.3316362210994,364785.039304,0.020669043953627158,0.05026469571774173,^
2010-10-26,300077.SZ,25.4418,25.7953,24.9602,25.0864,10691.25,1,75.37032184627319,68.15929335254683,89.7923788337259,58.21641601809114,53.20569434326385,50.938598542433695,268204.974,-0.01416703871420369,0.033288953377128665,-
2010-10-27,300077.SZ,25.102,25.6516,24.4086,24.597,13163.62,2,70.76565003747882,69.02807891419081,74.24079228405483,48.33902330840086,49.177261567267855,49.16485909403474,323785.56114000006,-0.020530959060047933,0.05053461804285069,-
2010-10-28,300077.SZ,24.5465,24.5465,23.7483,24.2125,13288.38,3,64.46407028739614,67.50674270525926,58.37872545166991,41.67302092196799,46.180465099343984,47.800309495014695,321744.90075,-0.013794527620031107,0.03296644295302019,v
2010-10-29,300077.SZ,24.2863,25.4554,24.2863,25.0884,15199.15,4,64.86865999759682,66.62738180270512,61.35121638738025,57.64107385125547,53.25891891666165,51.0310139241982,381322.35485999996,0.031970950718260206,0.046599225139905304,-
2010-11-01,300077.SZ,25.1117,26.5974,25.102,26.2187,19623.12,0,72.14846774985153,68.46774378508725,79.5099156793801,70.2522797403479,60.56107757746475,54.79812444031857,514492.69634399994,0.04222177300934064,0.05703562724315089,^
